file	num_pairs	val1_min	val1_avg	val1_std	val1_max	val2_min	val2_avg	val2_std	val2_max
HG00235_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9953449	0	15982.08	57810.52	3991279	0	16024.22	57799.05	3991268
HG00235_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7196344	0	16976.60	59497.32	3771716	0	17019.23	59485.42	3771744
HG00253_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10530459	0	16503.13	56771.70	3538956	0	16544.72	56760.04	3538942
HG00253_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8715780	0	17182.27	59880.66	3375798	0	17225.33	59868.74	3375828
HG00272_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	12858660	0	17328.46	60802.89	9261354	0	17371.91	60790.74	9261381
HG00272_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9527256	0	17046.26	59828.05	9261381	0	17089.02	59816.10	9261354
HG00280_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10381432	0	16790.59	58432.53	5318650	0	16832.55	58420.76	5318671
HG00280_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8234880	0	17054.77	61202.52	3377300	0	17096.47	61191.22	3377297
HG00290_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7617342	0	17032.65	59722.01	8598336	0	17075.24	59710.18	8598355
HG00290_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8828049	0	16610.63	57975.25	3087388	0	16655.16	57962.90	3087388
HG00320_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9548987	0	16659.99	58783.42	4584802	0	16700.79	58772.19	4584772
HG00320_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9697410	0	17597.69	61380.18	5287206	0	17639.16	61368.66	5287187
HG00321_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8364627	0	17000.99	59884.39	3823082	0	17043.40	59872.74	3823073
HG00321_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9474677	0	17183.58	59962.07	5230445	0	17227.35	59949.94	5230440
HG00323_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8923758	0	17218.16	60485.44	5722935	0	17262.01	60473.33	5722967
HG00323_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11253615	0	16797.46	59863.75	4766129	0	16840.12	59852.12	4766142
HG00329_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9913051	0	16144.05	57322.75	3853792	0	16189.05	57310.42	3853815
HG00329_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9599796	0	16811.13	59864.49	3050428	0	16855.09	59852.48	3050436
HG00344_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9666264	0	16751.83	58044.19	3578352	0	16791.16	58033.19	3578375
HG00344_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9896532	0	16639.58	59063.64	4200560	0	16682.47	59051.87	4200547
HG00350_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9141164	0	17040.13	59976.93	6191347	0	17082.78	59965.14	6191362
HG00350_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10558159	0	17069.29	59158.88	3528114	0	17111.55	59147.06	3528146
HG00408_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7879048	0	16659.11	58965.31	4178641	0	16701.10	58954.00	4178613
HG00408_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9674069	0	17355.45	60736.03	2814521	0	17400.57	60723.73	2814495
HG00423_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9034744	0	17634.62	61382.94	2964858	0	17676.87	61371.38	2964828
HG00423_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9825100	0	17113.71	59928.32	3037835	0	17157.27	59916.52	3037849
HG00438_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9555554	0	16015.99	57801.82	3040741	0	16058.51	57790.55	3040756
HG00438_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10773188	0	16784.15	58956.20	2888122	0	16827.22	58944.48	2888153
HG00544_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8528457	0	17178.11	60114.30	3116832	0	17221.81	60102.45	3116863
HG00544_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10145568	0	16834.27	59259.94	3312204	0	16877.85	59248.21	3312177
HG00558_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9107559	0	17728.96	62424.25	3744939	0	17774.31	62411.78	3744927
HG00558_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10174685	0	17775.96	61300.22	4047163	0	17817.72	61288.56	4047162
HG00597_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10766476	0	17885.29	62589.65	4220920	0	17929.09	62577.70	4220894
HG00597_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8665695	0	16949.03	60980.80	2889976	0	16991.12	60969.66	2889944
HG005_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9572591	0	16581.72	58445.61	2817899	0	16624.54	58434.03	2817883
HG005_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9761395	0	16362.54	59006.24	2995477	0	16409.09	58993.92	2995474
HG00609_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11808202	0	16871.47	59054.68	6703667	0	16914.29	59043.09	6703697
HG00609_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10370748	0	16238.30	57753.92	2926078	0	16281.58	57742.41	2926110
HG00621_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7645708	0	18040.45	63180.40	5017155	0	18084.18	63168.48	5017181
HG00621_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8558476	0	16533.51	57855.76	3168615	0	16576.52	57844.07	3168587
HG00639_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11302136	0	16947.62	57956.99	3184279	0	16985.64	57946.16	3184271
HG00639_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10489588	0	16852.14	58724.65	4089723	0	16895.97	58712.33	4089710
HG00642_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9119588	0	16423.66	58245.15	10126031	0	16466.19	58233.68	10126035
HG00642_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11262962	0	15244.93	56365.27	6030211	0	15286.77	56354.45	6030243
HG00658_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9814707	0	17426.40	61892.16	4142987	0	17469.70	61880.40	4142989
HG00658_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10230813	0	16499.08	57769.47	2788565	0	16540.27	57758.16	2788540
HG00673_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9216398	0	16957.13	60370.81	3956531	0	17001.61	60358.90	3956507
HG00673_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9220708	0	16331.81	58329.66	2950748	0	16372.65	58318.76	2950731
HG00706_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8417825	0	17753.78	62678.36	3406363	0	17796.20	62666.94	3406355
HG00706_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9679849	0	15260.19	57236.07	2894332	0	15301.95	57225.52	2894363
HG00733_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	12192639	0	17329.73	60542.88	16107595	0	17371.79	60531.03	16107614
HG00733_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10896437	0	17061.13	59275.28	5656094	0	17102.94	59263.42	5656086
HG00735_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8925728	0	17222.28	59587.33	8368106	0	17266.71	59574.92	8368104
HG00735_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8725242	0	16779.13	57903.28	3461544	0	16820.11	57891.86	3461512
HG00738_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9705592	0	16675.63	58579.34	4208878	0	16719.21	58567.35	4208899
HG00738_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10715732	0	16506.15	58399.78	6581271	0	16548.54	58388.26	6581281
HG00741_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9370431	0	16953.48	58997.23	5948250	0	16995.27	58985.65	5948234
HG00741_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7673997	0	17149.44	59237.43	3184761	0	17193.16	59225.21	3184766
HG01071_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8555651	0	16701.46	58522.01	16424112	0	16744.04	58510.19	16424144
HG01071_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8850656	0	17247.80	60247.58	13614668	0	17291.93	60235.24	13614638
HG01074_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10881520	0	17705.73	61674.99	5305760	0	17748.59	61662.92	5305730
HG01074_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8900027	0	16564.94	58716.41	5949675	0	16606.63	58704.95	5949654
HG01081_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8243942	0	17054.28	58493.87	8161035	0	17095.93	58481.99	8161037
HG01081_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9288146	0	17444.15	59213.40	6255963	0	17484.57	59201.78	6255954
HG01099_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10638600	0	16603.52	58424.82	3921620	0	16644.99	58413.43	3921641
HG01099_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11423129	0	16573.57	57565.44	3908621	0	16614.62	57554.07	3908644
HG01106_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9438254	0	17473.96	58859.15	4089689	0	17513.92	58847.75	4089684
HG01106_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9146197	0	16190.13	56343.78	3548355	0	16234.31	56331.56	3548385
HG01109_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9781036	0	15332.80	52623.35	7722173	0	15372.86	52612.06	7722158
HG01109_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7638455	0	15465.39	54350.66	10340773	0	15508.76	54338.71	10340749
HG01123_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8185389	0	17160.14	59897.61	3825441	0	17201.31	59886.07	3825410
HG01123_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9912750	0	16988.96	59484.90	3919628	0	17029.89	59473.57	3919631
HG01150_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11117804	0	17045.47	59132.08	3287305	0	17089.97	59119.57	3287335
HG01150_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8604837	0	16240.76	57186.33	5320119	0	16280.57	57175.31	5320094
HG01167_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11916038	0	16407.93	56943.13	14021204	0	16451.40	56930.99	14021183
HG01167_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8267941	0	15875.31	56384.88	5731963	0	15919.81	56372.74	5731948
HG01175_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8661597	0	17603.33	62524.38	7773081	0	17648.16	62512.12	7773106
HG01175_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10425726	0	16942.86	58626.21	3485461	0	16985.75	58614.25	3485463
HG01192_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10204960	0	17419.68	60920.44	5901536	0	17459.65	60909.35	5901566
HG01192_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8656307	0	15718.89	56685.04	7050350	0	15765.77	56672.42	7050381
HG01243_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10356009	0	16249.67	53582.72	3812434	0	16288.76	53571.26	3812433
HG01243_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11888453	0	15411.60	52282.13	4936669	0	15454.02	52270.10	4936645
HG01252_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7617264	0	17687.61	60947.35	3879455	0	17731.42	60934.85	3879430
HG01252_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8968559	0	16481.30	58195.45	3785023	0	16527.28	58182.70	3785034
HG01255_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8249752	0	17341.83	58894.65	3870492	0	17385.88	58882.15	3870462
HG01255_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9536466	0	16398.44	57346.95	9428925	0	16439.97	57335.48	9428957
HG01258_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8753600	0	17125.42	59507.54	4268066	0	17169.57	59495.27	4268088
HG01258_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8842853	0	16043.85	57393.89	7065454	0	16085.34	57382.64	7065424
HG01261_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8587821	0	17459.07	59311.77	3440906	0	17502.65	59299.32	3440878
HG01261_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	6240403	0	16585.50	58687.87	13621272	0	16627.42	58676.39	13621304
HG01346_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10200511	0	17427.52	60310.82	4944607	0	17470.34	60298.87	4944636
HG01346_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	6632425	0	17092.96	60349.45	3685403	0	17136.03	60337.65	3685415
HG01358_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11297003	0	17320.87	60044.62	7922612	0	17366.18	60031.94	7922588
HG01358_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9450730	0	16836.06	58270.23	8223276	0	16880.37	58257.77	8223244
HG01361_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9928223	0	16913.88	59752.41	4475028	0	16956.86	59740.60	4475032
HG01361_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9347253	0	17027.04	59600.22	3485463	0	17070.54	59588.08	3485461
HG01433_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8856283	0	17508.68	60309.41	13029453	0	17550.89	60297.64	13029430
HG01433_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8719919	0	16222.14	56679.07	6582924	0	16266.64	56666.83	6582945
HG01496_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8566916	0	16701.92	57842.20	13621304	0	16744.79	57830.29	13621272
HG01496_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8866270	0	17847.61	61860.73	6080503	0	17890.62	61848.75	6080526
HG01530_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8735896	0	16556.91	58175.39	2544832	0	16601.13	58163.10	2544863
HG01530_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9993899	0	16809.91	59765.08	3853815	0	16850.51	59753.95	3853792
HG01784_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10427373	0	17603.51	60040.04	2796423	0	17646.14	60027.91	2796453
HG01784_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8377291	0	16038.09	57948.02	4072731	0	16083.61	57935.82	4072701
HG01786_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9197399	0	16678.11	58508.73	4206629	0	16721.71	58496.75	4206599
HG01786_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9656524	0	17073.24	58907.96	3245987	0	17113.33	58896.67	3245961
HG01884_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8275585	0	15192.05	49899.78	4641635	0	15236.97	49886.41	4641646
HG01884_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8361329	0	15709.42	50369.33	3583189	0	15747.89	50357.63	3583207
HG01891_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10429954	0	14873.86	48749.80	4391408	0	14912.55	48738.36	4391436
HG01891_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9476778	0	15426.79	50483.47	3075919	0	15466.92	50471.53	3075948
HG01928_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9658076	0	17097.43	59232.51	3040459	0	17142.69	59219.87	3040465
HG01928_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9242355	0	15708.04	58154.64	3632480	0	15750.57	58143.53	3632475
HG01934_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8503222	0	17020.77	59563.52	4297767	0	17063.35	59551.92	4297798
HG01934_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	12978767	0	16868.82	59345.04	5660405	0	16909.16	59334.11	5660425
HG01940_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7319207	0	16643.68	60115.01	3122388	0	16686.68	60103.36	3122356
HG01940_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9502373	0	16787.92	59538.30	4717558	0	16831.51	59526.35	4717552
HG01943_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8592515	0	17438.04	60551.52	3080500	0	17480.48	60539.70	3080532
HG01943_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7501665	0	16176.89	59461.68	4846462	0	16219.05	59450.57	4846465
HG01952_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9340303	0	16984.06	60369.36	3859148	0	17026.04	60357.97	3859177
HG01952_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8634654	0	15748.89	56101.60	3879710	0	15795.65	56089.03	3879731
HG01960_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11837576	0	15492.63	51139.96	3430903	0	15533.22	51128.00	3430880
HG01960_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10139062	0	15679.74	52425.79	2969680	0	15718.34	52414.54	2969650
HG01969_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9280924	0	17476.76	62153.10	3526712	0	17521.56	62140.85	3526680
HG01969_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11462278	0	15512.46	58801.76	4208386	0	15552.47	58791.51	4208403
HG01975_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9268703	0	17450.94	61436.78	3257553	0	17493.21	61425.13	3257524
HG01975_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	13471918	0	15354.14	56380.34	12890067	0	15394.01	56369.87	12890052
HG01978_mat_hprc_r2_v1.1.0.merged.diagonal-distance.32.tp.paf	12383170	0	17255.04	60829.47	3661253	0	17299.74	60817.13	3661222
HG01978_pat_hprc_r2_v1.1.0.merged.diagonal-distance.32.tp.paf	6947992	0	17131.03	60006.86	3819492	0	17174.02	59994.97	3819477
HG01981_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9631394	0	16548.63	57921.08	3032757	0	16592.83	57909.14	3032772
HG01981_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8824349	0	17609.48	61070.56	5795223	0	17650.24	61059.50	5795252
HG01993_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9855296	0	16988.29	61879.55	4424961	0	17029.93	61868.49	4424954
HG01993_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8193300	0	17849.52	61661.91	4307863	0	17893.99	61649.43	4307873
HG02004_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10104500	0	17833.61	62736.74	4863337	0	17876.12	62725.05	4863306
HG02004_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10488747	0	17482.58	61097.64	3937285	0	17525.71	61085.71	3937289
HG02015_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8070122	0	17382.71	60397.81	3280203	0	17423.68	60386.52	3280179
HG02015_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8715594	0	16957.02	59803.78	3344834	0	17001.62	59791.68	3344853
HG02027_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10244051	0	17203.89	59743.36	3314824	0	17247.97	59731.26	3314835
HG02027_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8705731	0	16934.83	60105.21	2571634	0	16979.53	60093.18	2571610
HG02040_hap1_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8148526	0	16685.34	58685.15	3199870	0	16727.44	58673.58	3199897
HG02040_hap2_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10871187	0	16589.96	58787.58	3183729	0	16634.88	58775.37	3183722
HG02055_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8876680	0	15554.08	50887.70	2992328	0	15598.61	50874.49	2992299
HG02055_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10745392	0	15078.36	49286.80	3166282	0	15117.03	49275.29	3166251
HG02056_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10829374	0	16686.25	59526.85	2864618	0	16726.57	59516.18	2864593
HG02056_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9958895	0	16312.97	58026.62	2638790	0	16356.67	58015.02	2638763
HG02071_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11191049	0	16711.96	59366.33	4181838	0	16755.38	59354.72	4181854
HG02071_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7805746	0	15477.46	54031.40	3758566	0	15522.10	54019.31	3758573
HG02074_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9846834	0	16084.75	58841.20	6090288	0	16128.25	58829.84	6090256
HG02074_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10419573	0	16715.01	59792.72	4227860	0	16759.79	59780.78	4227864
HG02080_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9049912	0	17223.41	60395.68	2894365	0	17264.85	60384.37	2894347
HG02080_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10267950	0	16872.14	58750.73	3516275	0	16914.99	58738.96	3516281
HG02083_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8566125	0	17204.62	60430.70	4504954	0	17248.98	60418.61	4504986
HG02083_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9278657	0	16582.41	59210.24	4176931	0	16627.33	59198.23	4176899
HG02109_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	12560881	0	16078.25	52081.06	5259097	0	16120.48	52068.38	5259071
HG02109_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11947464	0	15059.03	49337.27	2635518	0	15099.48	49325.25	2635495
HG02129_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11130472	0	16747.04	59262.24	4129474	0	16792.08	59249.98	4129501
HG02129_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10267383	0	16690.11	58178.23	2522818	0	16731.17	58166.95	2522799
HG02132_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	7416087	0	17294.26	59748.98	5730203	0	17335.46	59737.48	5730225
HG02132_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	10833380	0	16093.39	57018.92	4245908	0	16136.79	57007.20	4245891
HG02135_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9922865	0	17167.78	60568.11	4140175	0	17210.12	60556.68	4140143
HG02135_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	9960143	0	16878.61	59766.19	2896376	0	16923.55	59754.11	2896390
HG02145_mat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	11092873	0	15727.86	50353.11	2929609	0	15772.00	50339.79	2929595
HG02145_pat_hprc_r2_v1.0.1.merged.diagonal-distance.32.tp.paf	8563950	0	15191.94	50472.69	4675643	0	15233.31	50460.67	4675614
