file	num_alignments	total_length_GB	len_min	len_avg	len_std	len_max	num_identities	id_min	id_avg	id_std	id_max
HG00321_hap1_hprc_r2_v1.0.1.merged.paf	758983	142.672	2223	187977.21	659883.92	18495000	758983	0.824533	0.984996	0.019844	1.000000
HG00321_hap2_hprc_r2_v1.0.1.merged.paf	792542	163.341	2074	206098.09	683599.29	19417807	792542	0.815438	0.984218	0.020141	1.000000
HG00323_hap1_hprc_r2_v1.0.1.merged.paf	761217	154.157	1853	202513.48	678615.01	19769244	761217	0.820193	0.984426	0.019375	1.000000
HG00323_hap2_hprc_r2_v1.0.1.merged.paf	933794	189.656	1950	203102.34	674992.02	19298838	933794	0.818544	0.982668	0.022817	1.000000
HG00329_hap1_hprc_r2_v1.0.1.merged.paf	854262	160.608	1907	188008.11	644573.01	18855710	854262	0.808228	0.984387	0.020741	1.000000
HG00329_hap2_hprc_r2_v1.0.1.merged.paf	777354	161.923	1852	208300.21	688277.39	16700077	777354	0.818634	0.982052	0.024431	1.000000
HG00344_hap1_hprc_r2_v1.0.1.merged.paf	806744	162.436	1713	201347.26	667010.89	16331618	806744	0.818986	0.982031	0.023667	1.000000
HG00344_hap2_hprc_r2_v1.0.1.merged.paf	860137	165.223	1760	192088.99	657786.73	16954411	860137	0.820926	0.982423	0.023267	1.000000
HG00350_hap1_hprc_r2_v1.0.1.merged.paf	802753	156.273	2232	194670.79	663387.95	16681000	802753	0.820347	0.983189	0.023139	1.000000
HG00350_hap2_hprc_r2_v1.0.1.merged.paf	897446	180.803	2152	201464.03	669771.87	17422625	897446	0.821801	0.982914	0.022411	1.000000
HG00408_mat_hprc_r2_v1.0.1.merged.paf	656455	131.687	2100	200603.46	670204.32	19620533	656455	0.819685	0.982304	0.024067	1.000000
HG00408_pat_hprc_r2_v1.0.1.merged.paf	774894	168.451	1973	217385.29	700880.89	17022829	774894	0.820000	0.983086	0.023422	1.000000
HG00423_mat_hprc_r2_v1.0.1.merged.paf	744421	159.816	1907	214685.52	702845.21	15898068	744421	0.821871	0.984398	0.020647	1.000000
HG00423_pat_hprc_r2_v1.0.1.merged.paf	812489	168.693	1907	207625.45	692331.61	17465088	812489	0.818887	0.983147	0.022242	1.000000
HG00438_mat_hprc_r2_v1.0.1.merged.paf	755243	153.560	1852	203324.77	676003.90	18494132	755243	0.808085	0.981988	0.023408	1.000000
HG00438_pat_hprc_r2_v1.0.1.merged.paf	950677	181.416	1981	190828.61	651086.87	18729584	950677	0.816421	0.983582	0.021621	1.000000
HG00544_mat_hprc_r2_v1.0.1.merged.paf	733220	146.979	1853	200456.97	675544.55	19708073	733220	0.822352	0.982611	0.023103	1.000000
HG00544_pat_hprc_r2_v1.0.1.merged.paf	886179	171.365	2167	193375.05	658589.24	16511000	886179	0.821467	0.982702	0.022527	1.000000
HG00558_mat_hprc_r2_v1.0.1.merged.paf	799248	161.990	1760	202677.48	697553.39	23233960	799248	0.814343	0.983759	0.021595	1.000000
HG00558_pat_hprc_r2_v1.0.1.merged.paf	809211	181.412	2157	224184.33	716894.70	18034231	809211	0.815803	0.983435	0.022854	1.000000
HG00597_mat_hprc_r2_v1.0.1.merged.paf	927053	193.169	1853	208368.74	702185.95	18906420	927053	0.820047	0.983116	0.023114	1.000000
HG00597_pat_hprc_r2_v1.0.1.merged.paf	703088	147.347	1949	209571.42	708729.91	17499338	703088	0.817631	0.982494	0.023084	1.000000
HG005_mat_hprc_r2_v1.0.1.merged.paf	775259	159.260	2214	205427.99	675273.91	21363660	775259	0.816418	0.982791	0.022573	1.000000
HG005_pat_hprc_r2_v1.0.1.merged.paf	834488	160.294	2003	192086.76	676391.97	20812368	834488	0.823310	0.983191	0.022864	1.000000
HG00609_mat_hprc_r2_v1.0.1.merged.paf	952388	199.870	1981	209862.21	687109.17	18302596	952388	0.818046	0.983553	0.021701	1.000000
HG00609_pat_hprc_r2_v1.0.1.merged.paf	867944	168.979	1852	194688.26	668853.04	18671294	867944	0.807180	0.984650	0.018255	1.000000
HG00621_mat_hprc_r2_v1.0.1.merged.paf	681670	138.362	1853	202975.30	693687.45	19275388	681670	0.817652	0.983593	0.022577	1.000000
HG00621_pat_hprc_r2_v1.0.1.merged.paf	725204	141.979	2223	195777.39	663073.91	23777757	725204	0.807935	0.984845	0.017794	1.000000
HG00639_mat_hprc_r2_v1.0.1.merged.paf	971246	192.123	1853	197810.47	650736.82	21525788	971246	0.796858	0.982294	0.023715	1.000000
HG00639_pat_hprc_r2_v1.0.1.merged.paf	949144	177.370	2097	186873.21	640801.19	18338410	949144	0.813376	0.983289	0.021574	1.000000
HG00642_mat_hprc_r2_v1.0.1.merged.paf	747621	150.276	2057	201005.60	663264.33	17283067	747621	0.796613	0.983173	0.022162	1.000000
HG00642_pat_hprc_r2_v1.0.1.merged.paf	913840	172.306	2012	188551.69	649652.58	18427262	913840	0.811655	0.984461	0.018645	1.000000
HG00658_mat_hprc_r2_v1.0.1.merged.paf	850255	171.582	1980	201800.25	686862.74	19727599	850255	0.799472	0.983239	0.022667	1.000000
HG00658_pat_hprc_r2_v1.0.1.merged.paf	929969	169.359	1896	182112.65	636641.93	21619954	929969	0.819560	0.984653	0.020390	1.000000
HG00673_mat_hprc_r2_v1.0.1.merged.paf	730005	156.805	1853	214800.09	696156.86	20180511	730005	0.820513	0.983528	0.021750	1.000000
HG00673_pat_hprc_r2_v1.0.1.merged.paf	771522	151.080	1303	195820.93	666317.11	21944938	771522	0.807935	0.983230	0.022737	1.000000
HG00706_mat_hprc_r2_v1.0.1.merged.paf	701219	149.908	2100	213781.51	714750.75	22488650	701219	0.816963	0.983334	0.022538	1.000000
HG00706_pat_hprc_r2_v1.0.1.merged.paf	755916	148.233	2223	196097.58	674682.90	17312401	755916	0.824439	0.984009	0.020279	1.000000
HG00733_mat_hprc_r2_v1.0.1.merged.paf	1028032	211.964	1853	206183.78	687501.86	21839338	1028032	0.818047	0.983452	0.021570	1.000000
HG00733_pat_hprc_r2_v1.0.1.merged.paf	971156	186.503	2171	192041.95	658290.63	24745823	971156	0.816245	0.982557	0.023114	1.000000
HG00735_mat_hprc_r2_v1.0.1.merged.paf	749293	154.229	1853	205832.68	672745.89	22468148	749293	0.819640	0.984371	0.019940	1.000000
HG00735_pat_hprc_r2_v1.0.1.merged.paf	834729	146.877	2067	175957.32	629757.12	21079380	834729	0.810125	0.983710	0.021338	1.000000
HG00738_mat_hprc_r2_v1.0.1.merged.paf	819271	162.390	1527	198212.27	665067.50	17058587	819271	0.822263	0.982390	0.023672	1.000000
HG00738_pat_hprc_r2_v1.0.1.merged.paf	907022	177.469	2138	195661.47	660848.11	16141076	907022	0.819701	0.984722	0.018058	1.000000
HG00741_mat_hprc_r2_v1.0.1.merged.paf	757734	159.373	1949	210328.09	682259.71	17545124	757734	0.817422	0.983795	0.021261	1.000000
HG00741_pat_hprc_r2_v1.0.1.merged.paf	646996	132.038	2171	204078.70	678259.43	19397120	646996	0.819036	0.983517	0.021224	1.000000
HG01071_mat_hprc_r2_v1.0.1.merged.paf	721778	143.365	1893	198627.75	655405.54	30029491	721778	0.814004	0.982544	0.023261	1.000000
HG01071_pat_hprc_r2_v1.0.1.merged.paf	783555	153.159	2100	195466.88	655838.41	17522986	783555	0.820235	0.983115	0.023287	1.000000
HG01074_mat_hprc_r2_v1.0.1.merged.paf	932147	193.274	1853	207342.52	691100.44	17570341	932147	0.816436	0.984413	0.020137	1.000000
HG01074_pat_hprc_r2_v1.0.1.merged.paf	731671	147.911	1907	202154.44	675114.40	17426596	731671	0.796095	0.984904	0.019325	1.000000
HG01081_mat_hprc_r2_v1.0.1.merged.paf	723597	141.049	2448	194927.33	650746.34	17360762	723597	0.817336	0.983906	0.021262	1.000000
HG01081_pat_hprc_r2_v1.0.1.merged.paf	827854	162.518	2414	196312.48	657122.82	20009282	827854	0.817399	0.983728	0.021941	1.000000
HG01099_mat_hprc_r2_v1.0.1.merged.paf	918808	177.217	2252	192876.83	656201.52	21352844	918808	0.817953	0.983456	0.021230	1.000000
HG01099_pat_hprc_r2_v1.0.1.merged.paf	1083639	189.941	1853	175280.68	626939.64	17106445	1083639	0.812261	0.984829	0.020603	1.000000
HG01106_mat_hprc_r2_v1.0.1.merged.paf	848442	165.425	2249	194975.40	655496.96	17929042	848442	0.816566	0.984256	0.020993	1.000000
HG01106_pat_hprc_r2_v1.0.1.merged.paf	832997	148.602	1963	178393.99	624257.35	17697837	832997	0.814770	0.984697	0.019547	1.000000
HG01109_mat_hprc_r2_v1.0.1.merged.paf	749825	150.483	2397	200690.81	637225.10	16585397	749825	0.822293	0.982801	0.022473	1.000000
HG01109_pat_hprc_r2_v1.0.1.merged.paf	658459	118.558	1981	180053.59	615430.80	16159923	658459	0.824201	0.984095	0.020439	1.000000
HG01123_mat_hprc_r2_v1.0.1.merged.paf	670305	140.906	2171	210211.72	687803.90	17742432	670305	0.817490	0.983362	0.021616	1.000000
HG01123_pat_hprc_r2_v1.0.1.merged.paf	823465	168.938	1853	205154.49	678014.01	19957625	823465	0.820878	0.982879	0.022361	1.000000
HG01150_mat_hprc_r2_v1.0.1.merged.paf	948846	190.145	2067	200395.65	664269.42	19232911	948846	0.811818	0.983446	0.022249	1.000000
HG01150_pat_hprc_r2_v1.0.1.merged.paf	697429	140.196	2009	201018.69	665852.12	29426625	697429	0.819005	0.981660	0.024106	1.000000
HG01167_hap1_hprc_r2_v1.0.1.merged.paf	1081589	196.188	2028	181388.70	630152.99	22128173	1081589	0.826404	0.984905	0.019914	1.000000
HG01167_hap2_hprc_r2_v1.0.1.merged.paf	626467	131.723	2067	210262.55	673908.39	19671000	626467	0.811820	0.981764	0.024143	1.000000
HG01175_mat_hprc_r2_v1.0.1.merged.paf	798115	152.972	1981	191666.84	668861.17	16958691	798115	0.820067	0.983155	0.023088	1.000000
HG01175_pat_hprc_r2_v1.0.1.merged.paf	847916	177.218	1943	209004.60	683928.05	22704937	847916	0.822232	0.982724	0.022734	1.000000
HG01192_mat_hprc_r2_v1.0.1.merged.paf	923400	178.309	2251	193100.62	665397.53	17023183	923400	0.817123	0.984267	0.020222	1.000000
HG01192_pat_hprc_r2_v1.0.1.merged.paf	726629	136.578	1853	187960.88	644780.57	18172327	726629	0.811926	0.984541	0.018856	1.000000
HG01243_mat_hprc_r2_v1.0.1.merged.paf	829563	168.820	2123	203504.95	634188.80	18272143	829563	0.826996	0.983087	0.022222	1.000000
HG01243_pat_hprc_r2_v1.0.1.merged.paf	1007973	183.873	1897	182418.74	604770.71	18897252	1007973	0.819444	0.983860	0.021471	1.000000
HG01252_mat_hprc_r2_v1.0.1.merged.paf	677941	135.162	2226	199371.47	674270.79	16737608	677941	0.824629	0.984403	0.019818	1.000000
HG01252_pat_hprc_r2_v1.0.1.merged.paf	754610	148.337	2018	196575.04	659167.46	17739866	754610	0.819681	0.985145	0.018094	1.000000
HG01255_mat_hprc_r2_v1.0.1.merged.paf	701856	143.535	2252	204507.79	664696.79	18490034	701856	0.821668	0.982774	0.023396	1.000000
HG01255_pat_hprc_r2_v1.0.1.merged.paf	871606	156.901	2042	180013.88	632096.59	27740440	871606	0.819565	0.984405	0.019937	1.000000
HG01258_mat_hprc_r2_v1.0.1.merged.paf	725426	150.403	2209	207330.43	681820.04	18913000	725426	0.821353	0.983755	0.021175	1.000000
HG01258_pat_hprc_r2_v1.0.1.merged.paf	754547	142.349	1976	188654.63	647818.72	17614343	754547	0.827083	0.984195	0.020925	1.000000
HG01261_mat_hprc_r2_v1.0.1.merged.paf	735142	150.420	1976	204612.89	671013.50	18649173	735142	0.822500	0.984537	0.020836	1.000000
HG01261_pat_hprc_r2_v1.0.1.merged.paf	550678	103.844	1536	188574.11	645333.59	25259092	550678	0.822236	0.984471	0.020203	1.000000
HG01346_mat_hprc_r2_v1.0.1.merged.paf	865036	178.335	1820	206159.45	684843.88	18837459	865036	0.810378	0.984000	0.021181	1.000000
HG01346_pat_hprc_r2_v1.0.1.merged.paf	612048	113.738	2168	185832.25	656238.99	18287055	612048	0.807935	0.984095	0.020449	1.000000
HG01358_mat_hprc_r2_v1.0.1.merged.paf	944812	196.329	1743	207796.62	688115.59	21295516	944812	0.815010	0.983213	0.021807	1.000000
HG01358_pat_hprc_r2_v1.0.1.merged.paf	808494	159.653	1627	197469.31	664283.06	17130928	808494	0.821641	0.984363	0.020625	1.000000
HG01361_mat_hprc_r2_v1.0.1.merged.paf	842587	168.476	2138	199951.00	677135.19	19610000	842587	0.813082	0.983104	0.022917	1.000000
HG01361_pat_hprc_r2_v1.0.1.merged.paf	788503	159.683	1853	202514.21	671567.17	20081879	788503	0.811818	0.983110	0.022302	1.000000
HG01433_mat_hprc_r2_v1.0.1.merged.paf	745991	155.545	2313	208508.49	682380.26	17572701	745991	0.818105	0.982903	0.023271	1.000000
HG01433_pat_hprc_r2_v1.0.1.merged.paf	721603	141.951	2171	196716.75	654357.48	20973390	721603	0.814853	0.983344	0.021866	1.000000
HG01496_mat_hprc_r2_v1.0.1.merged.paf	663069	143.553	1853	216498.02	682331.17	17869920	663069	0.816193	0.981913	0.023739	1.000000
HG01496_pat_hprc_r2_v1.0.1.merged.paf	748908	158.735	1853	211955.68	703528.79	18131000	748908	0.819993	0.983520	0.022478	1.000000
HG01530_hap1_hprc_r2_v1.0.1.merged.paf	746147	145.137	2148	194514.80	658826.34	20972619	746147	0.812957	0.984725	0.018968	1.000000
HG01530_hap2_hprc_r2_v1.0.1.merged.paf	815272	168.528	1907	206713.80	686218.23	17673377	815272	0.817024	0.982332	0.023174	1.000000
HG01784_hap1_hprc_r2_v1.0.1.merged.paf	912519	184.137	1980	201790.16	665748.71	15576962	912519	0.814754	0.984121	0.021204	1.000000
HG01784_hap2_hprc_r2_v1.0.1.merged.paf	691887	134.840	1760	194887.98	659910.50	17492303	691887	0.794685	0.982856	0.022608	1.000000
HG01786_hap1_hprc_r2_v1.0.1.merged.paf	749743	153.909	2281	205282.42	675229.81	29368077	749743	0.796601	0.983638	0.021441	1.000000
HG01786_hap2_hprc_r2_v1.0.1.merged.paf	910287	165.384	2021	181683.32	638468.57	15093710	910287	0.813130	0.983862	0.021519	1.000000
HG01884_mat_hprc_r2_v1.0.1.merged.paf	605606	126.192	1760	208373.59	629535.07	16411380	605606	0.823722	0.982658	0.021742	1.000000
HG01884_pat_hprc_r2_v1.0.1.merged.paf	681599	131.780	2124	193339.52	605994.62	14258000	681599	0.818150	0.983314	0.021494	1.000000
HG01891_mat_hprc_r2_v1.0.1.merged.paf	827274	155.667	2067	188168.99	594584.97	15039149	827274	0.817882	0.980151	0.026141	1.000000
HG01891_pat_hprc_r2_v1.0.1.merged.paf	791400	146.704	2150	185372.81	588717.29	16519711	791400	0.820479	0.982800	0.021939	1.000000
HG01928_mat_hprc_r2_v1.0.1.merged.paf	844763	165.688	1853	196135.27	664245.88	21379346	844763	0.819155	0.983710	0.022078	1.000000
HG01928_pat_hprc_r2_v1.0.1.merged.paf	773088	145.683	1853	188442.69	655528.01	17563029	773088	0.816001	0.983349	0.022889	1.000000
HG01934_mat_hprc_r2_v1.0.1.merged.paf	745917	145.204	1907	194665.72	664276.22	23519172	745917	0.824012	0.984426	0.019269	1.000000
HG01934_pat_hprc_r2_v1.0.1.merged.paf	1191491	219.629	2080	184330.97	645392.79	19768571	1191491	0.821674	0.984781	0.020756	1.000000
HG01940_mat_hprc_r2_v1.0.1.merged.paf	589690	122.223	2013	207265.85	683507.11	19426994	589690	0.817741	0.982392	0.023799	1.000000
HG01940_pat_hprc_r2_v1.0.1.merged.paf	788362	160.061	1853	203030.34	680244.98	19537517	788362	0.807824	0.983200	0.021785	1.000000
HG01943_mat_hprc_r2_v1.0.1.merged.paf	761987	150.313	2252	197263.95	673642.79	22154468	761987	0.817968	0.983656	0.022002	1.000000
HG01943_pat_hprc_r2_v1.0.1.merged.paf	641562	121.759	1853	189784.52	673768.77	23069991	641562	0.818916	0.984224	0.021591	1.000000
HG01952_mat_hprc_r2_v1.0.1.merged.paf	821055	159.149	2251	193834.45	672240.09	17785660	821055	0.811665	0.982831	0.022693	1.000000
HG01952_pat_hprc_r2_v1.0.1.merged.paf	701817	136.495	1976	194488.48	652143.19	19803169	701817	0.815797	0.983736	0.021431	1.000000
HG01960_mat_hprc_r2_v1.0.1.merged.paf	984930	184.030	1976	186846.10	606495.06	17997219	984930	0.817678	0.982791	0.021172	1.000000
HG01960_pat_hprc_r2_v1.0.1.merged.paf	823940	159.499	1493	193580.34	628428.31	19914266	823940	0.819856	0.982704	0.022145	1.000000
HG01969_mat_hprc_r2_v1.0.1.merged.paf	808510	162.736	2209	201279.00	692739.71	19091022	808510	0.825614	0.983134	0.022096	1.000000
HG01969_pat_hprc_r2_v1.0.1.merged.paf	855265	178.403	1761	208593.75	697781.95	21721308	855265	0.816582	0.981182	0.024169	1.000000
HG01975_mat_hprc_r2_v1.0.1.merged.paf	801178	162.255	2281	202520.56	684693.73	18471728	801178	0.812996	0.982901	0.023580	1.000000
HG01975_pat_hprc_r2_v1.0.1.merged.paf	1034616	207.546	1760	200601.69	666374.64	17413144	1034616	0.817336	0.980707	0.024873	1.000000
HG01978_mat_hprc_r2_v1.1.0.merged.paf	985719	214.373	1743	217478.49	708941.48	25015456	985719	0.814473	0.982843	0.023192	1.000000
HG01978_pat_hprc_r2_v1.1.0.merged.paf	582765	119.410	1760	204903.25	679837.59	21372532	582765	0.810272	0.982875	0.022829	1.000000
HG01981_mat_hprc_r2_v1.0.1.merged.paf	798284	159.931	1760	200343.71	665861.27	22593000	798284	0.820634	0.983126	0.022582	1.000000
HG01981_pat_hprc_r2_v1.0.1.merged.paf	731253	155.866	1796	213148.62	699566.31	20505499	731253	0.824715	0.983079	0.022452	1.000000
HG01993_mat_hprc_r2_v1.0.1.merged.paf	821439	167.957	2123	204466.91	695545.14	27757023	821439	0.814420	0.982216	0.023376	1.000000
HG01993_pat_hprc_r2_v1.0.1.merged.paf	692310	146.713	2277	211918.20	698256.28	16273690	692310	0.825670	0.983099	0.022755	1.000000
HG02004_mat_hprc_r2_v1.0.1.merged.paf	918876	180.762	1853	196721.19	683932.26	19960642	918876	0.819098	0.983901	0.021409	1.000000
HG02004_pat_hprc_r2_v1.0.1.merged.paf	889090	183.957	2252	206904.91	687754.17	17494691	889090	0.811576	0.984176	0.020484	1.000000
HG02015_mat_hprc_r2_v1.0.1.merged.paf	700706	140.715	2152	200818.59	676003.51	23160000	700706	0.822533	0.982460	0.023809	1.000000
HG02015_pat_hprc_r2_v1.0.1.merged.paf	784430	148.288	2223	189038.66	659302.62	17904378	784430	0.809238	0.984798	0.019560	1.000000
HG02027_mat_hprc_r2_v1.0.1.merged.paf	843220	176.815	2123	209689.86	687230.80	17032045	843220	0.816971	0.982741	0.023393	1.000000
HG02027_pat_hprc_r2_v1.0.1.merged.paf	688235	147.926	2223	214935.09	707052.61	16590287	688235	0.824441	0.985435	0.017545	1.000000
HG02040_hap1_hprc_r2_v1.0.1.merged.paf	708678	136.405	2224	192477.82	657473.29	18030780	708678	0.814227	0.984964	0.019584	1.000000
HG02040_hap2_hprc_r2_v1.0.1.merged.paf	879431	180.972	2009	205783.27	683929.49	21863804	879431	0.817374	0.982185	0.023213	1.000000
HG02055_mat_hprc_r2_v1.0.1.merged.paf	708956	138.575	1679	195463.54	607045.41	15606762	708956	0.819586	0.983178	0.020604	1.000000
HG02055_pat_hprc_r2_v1.0.1.merged.paf	823958	162.573	1428	197306.87	601253.82	17724077	823958	0.830928	0.984823	0.018206	1.000000
HG02056_mat_hprc_r2_v1.0.1.merged.paf	968230	181.277	2033	187225.53	657962.01	17765739	968230	0.823061	0.982219	0.022603	1.000000
HG02056_pat_hprc_r2_v1.0.1.merged.paf	840716	163.014	1907	193899.26	667230.59	24342869	840716	0.821990	0.984863	0.018572	1.000000
HG02071_mat_hprc_r2_v1.0.1.merged.paf	875482	187.644	2157	214332.38	698941.70	18053141	875482	0.815974	0.982935	0.022047	1.000000
HG02071_pat_hprc_r2_v1.0.1.merged.paf	624873	121.253	2224	194044.74	639820.37	17841312	624873	0.819690	0.983052	0.022736	1.000000
HG02074_mat_hprc_r2_v1.0.1.merged.paf	801162	158.929	1853	198372.64	678180.17	21427668	801162	0.817636	0.981510	0.024640	1.000000
HG02074_pat_hprc_r2_v1.0.1.merged.paf	911266	174.761	1853	191777.88	673077.75	17428157	911266	0.824132	0.985425	0.017665	1.000000
HG02080_mat_hprc_r2_v1.0.1.merged.paf	762319	156.358	1949	205108.95	679072.64	17416453	762319	0.818211	0.983061	0.022551	1.000000
HG02080_pat_hprc_r2_v1.0.1.merged.paf	900224	173.807	2013	193070.54	657301.84	17097682	900224	0.820593	0.982640	0.023493	1.000000
HG02083_mat_hprc_r2_v1.0.1.merged.paf	712173	147.862	2067	207621.27	692887.24	19653000	712173	0.820678	0.983549	0.020936	1.000000
HG02083_pat_hprc_r2_v1.0.1.merged.paf	803014	154.394	1760	192268.44	664978.00	16459872	803014	0.815616	0.985517	0.017974	1.000000
HG02109_mat_hprc_r2_v1.0.1.merged.paf	1109195	202.649	1679	182699.44	598161.96	15391048	1109195	0.811818	0.984006	0.020030	1.000000
HG02109_pat_hprc_r2_v1.0.1.merged.paf	906700	180.551	1537	199130.15	608574.97	14227121	906700	0.805978	0.981720	0.023249	1.000000
HG02129_mat_hprc_r2_v1.0.1.merged.paf	960210	187.040	1760	194790.91	666218.92	18714483	960210	0.815301	0.983050	0.022640	1.000000
HG02129_pat_hprc_r2_v1.0.1.merged.paf	882840	171.920	2106	194735.72	661122.36	17015907	882840	0.814427	0.984440	0.019837	1.000000
HG02132_mat_hprc_r2_v1.0.1.merged.paf	642591	128.656	1679	200214.13	670977.24	19601022	642591	0.817863	0.983840	0.021134	1.000000
HG02132_pat_hprc_r2_v1.0.1.merged.paf	901474	174.949	2167	194069.77	657765.98	18022733	901474	0.821271	0.985322	0.017868	1.000000
HG02135_mat_hprc_r2_v1.0.1.merged.paf	827543	170.897	1973	206510.90	697376.57	22496448	827543	0.818880	0.982210	0.024146	1.000000
HG02135_pat_hprc_r2_v1.0.1.merged.paf	813443	168.683	1885	207368.94	692119.20	24473010	813443	0.820034	0.985150	0.018292	1.000000
HG02145_mat_hprc_r2_v1.0.1.merged.paf	920452	175.097	2038	190228.99	597608.09	14955000	920452	0.820312	0.983415	0.021204	1.000000
HG02145_pat_hprc_r2_v1.0.1.merged.paf	675048	130.563	2013	193413.23	613421.99	17759635	675048	0.807935	0.984484	0.018663	1.000000
HG02148_mat_hprc_r2_v1.0.1.merged.paf	704994	146.188	2067	207360.03	691584.60	19997202	704994	0.822244	0.982196	0.024570	1.000000
HG02148_pat_hprc_r2_v1.0.1.merged.paf	871274	177.822	2100	204093.91	692191.52	18837417	871274	0.811828	0.983030	0.022992	1.000000
